stock_id,year,營業毛利率,營業利益率,ROA(A)稅後息前,ROE(A)－稅後,流動比率,負債比率,總資產週轉次數,應收帳款週轉次數,季底每股稅後淨利,每股淨值(C),當季季底P/E,當季季底P/B,當季季底PSR
6197,201712,16.42,4.19,0.35,0.48,313.53,27.69,0.21,0.79,0.12,24.97,15.25,1.26,0.99
6201,201712,19.25,7.79,2.92,4.07,324.86,27.62,0.26,1.44,1.06,26.66,10.8,1.09,0.85
6202,201712,48.43,22.47,5.39,7.04,391.01,23.59,0.24,1.48,1.22,18,14.78,3.82,3.37
6205,201712,27.45,4.69,0.57,0.78,309.32,26.63,0.16,0.8,0.2,23.14,12.1,1.34,1.27
6206,201712,28,12.52,3.05,3.97,302.6,24.73,0.28,1.34,1.3,29.61,14.3,2.83,1.83
6209,201712,4.37,-8.24,-0.87,-1.36,191.62,31.13,0.16,1.03,-0.34,21.41,.,1.63,1.55
6213,201712,13.06,6.59,1.8,4.43,153.79,59.61,0.31,0.7,1.05,24.05,10.82,2.72,0.93
6214,201712,26.48,3.02,1.57,2.36,219.04,36.37,0.25,1.5,1.18,49.88,21.13,1.3,0.95
6215,201712,30.91,3.95,-0.19,-0.53,249.31,45.11,0.15,0.53,-0.07,13.78,25.01,1.42,1
6216,201712,52.34,26.14,3.66,4.21,714.77,13.56,0.16,2.05,0.72,17.46,10.58,1.64,2.37
6224,201712,48.27,24.83,3.47,4.13,432.67,16.09,0.16,0.86,1.03,25.39,11.36,2.24,2.97
6225,201712,-120.26,-573.03,-18.41,-73.27,146.3,75.69,0.04,5.28,-0.03,0.04,.,75.26,158.38
6226,201712,25.4,0.42,-0.32,-1.05,150.91,51.21,0.12,0.91,-0.13,10.46,32.46,0.98,1.09
6230,201712,18.33,9.94,1.8,3.33,187.22,44.55,0.28,0.89,1.37,41.68,12.52,2.36,1.2
6235,201712,22.92,10.86,1.93,3.36,159.5,45.1,0.24,0.79,0.44,13.2,20.94,1.62,1.14
6239,201712,21.48,15.3,2.1,4.14,170.17,50.15,0.17,1.32,2.13,48.96,7.91,1.8,1.15
6243,201712,25.14,-8.41,-1.05,-1.47,336.24,28.89,0.17,0.87,-0.12,8.34,.,2.21,2.78
6251,201712,8.02,-1.91,-0.22,-1.26,124.61,65.5,0.24,0.92,-0.19,14.97,275.94,0.79,0.28
6257,201712,27.66,36.81,3.96,6.9,189.09,44.67,0.14,1.1,1.2,23.49,7.93,1.41,1.74
6269,201712,19.89,15.28,4.79,7.91,196.24,41.87,0.37,1.48,4.47,58.06,8.69,1.9,1.31
6271,201712,28.33,19.03,2.36,2.93,372.53,19.67,0.15,1.41,1.82,62.98,20.38,2.14,2.88
6277,201712,59.21,19.91,3.84,5.99,182.99,37.52,0.24,2.05,1.76,30.28,10.37,2.77,2.03
6278,201712,7.84,0.99,0.75,1.69,147.83,57.88,0.24,0.68,0.67,37.56,14.01,0.95,0.39
6281,201712,22.02,1.99,1.26,2.57,189.92,50.45,0.7,43.03,0.61,24.03,11.19,2.58,0.38
6282,201712,15.06,1.1,0.18,0.32,165.11,47.37,0.29,0.93,0.03,14.92,25.94,1.49,0.65
6283,201712,19.74,-7.44,0.09,0.1,674.97,11.8,0.12,1.08,0.01,10.14,298.05,4.84,9.51
6285,201712,11.91,3.43,1.33,2.82,168.95,52.49,0.49,1.51,1.08,38.77,11.98,2.21,0.55
6288,201712,18.57,3.77,1.89,3.7,139.61,53.36,0.22,1.16,0.42,11.6,80.03,2.14,1.41
6289,201712,-93.21,-116.52,-7.89,-55.24,103.21,87.07,0.06,0.63,-0.27,0.4,.,5.4,2.54
6405,201712,25.31,14.3,0.74,0.99,333.89,33.06,0.09,0.87,0.29,28.9,49.15,0.81,1.79
6409,201712,26.09,18.26,5.35,9.21,185.72,42.26,0.38,1.51,4.66,53.1,24.47,9.7,4.11
6412,201712,17.72,6.06,2.03,5.52,130.6,63.02,0.33,0.81,1.1,20.08,16.26,3.16,0.85
6414,201712,18.38,4.58,1.82,4.08,172.84,59.41,0.32,1.51,4.25,88.99,16.52,5.1,0.99
6415,201712,46.85,21.02,4.08,4.64,812.48,12.58,0.2,3.48,5.45,120.48,32.21,5.64,6.94
6416,201712,18.34,9.52,3.74,6.67,217.56,45.14,0.46,1.3,1.54,23.41,21.09,6.04,2.1
6426,201712,31.81,4.4,1.21,1.53,578.88,25.68,0.11,1.14,0.37,23.45,36.09,3.71,5.26
6431,201712,-230.41,-278.99,-13.35,-14.76,884.78,10.58,0.05,0.5,-1.48,9.31,.,1.62,6.45
6438,201712,25.01,6.49,1.54,3.71,161.01,58.76,0.26,0.59,0.99,27.63,11.33,2.99,1.33
6442,201712,20.29,4.31,0.29,0.4,311.81,30.95,0.21,1.08,0.13,31.6,48.86,1.34,0.96
6443,201712,-3.17,-23.85,-3.89,-10.06,69.04,57.99,0.17,4.71,-0.9,8.7,.,1.18,0.74
6449,201712,27.15,16.18,2.3,4.38,145.59,49.31,0.2,0.69,0.83,20.12,17.04,2.95,2.25
6451,201712,16.67,3.47,0.11,0.11,241.37,38.34,0.11,1.74,0.09,51.09,140.89,2.74,4.69
6456,201712,9.75,5.77,2.88,8.55,115.57,64.3,0.65,1.92,5.92,72.23,6.95,2.76,0.52
6464,201712,45.79,24.8,1.82,2.49,103.57,27.48,0.08,3.54,1.36,54.38,19.06,2.3,5.18
6477,201712,15.55,11.11,0.75,1.42,66.67,66.93,0.11,1.11,0.24,16.63,21.57,1.4,1.51
6491,201712,46.91,16,7.07,12.62,88.01,49.56,0.49,10.42,2.83,24.46,26.07,6.46,4.34
6504,201712,19.77,12.49,2.44,5.69,150.06,57.46,0.26,1.21,2.19,39.58,15.48,3.9,1.74
6505,201712,16.64,14.86,5.53,6.98,408.8,20.25,0.4,3.24,2.44,35.83,11.66,3.22,1.76
6525,201712,35.23,27.55,5.33,7.05,295.96,23.73,0.22,1.28,1.94,28.45,12.16,3.05,2.99
6531,201712,25.93,8.39,1.56,1.99,427.29,19.93,0.28,1.74,0.78,36.62,20.84,2.55,1.57
6533,201712,99.59,2.01,0.03,0.03,3783.42,2.54,0.05,0.88,0.01,28.42,227.73,4.68,18.67
6541,201712,.,.,-12.19,-12.94,1928.38,5.63,0,0,-1.87,17.31,.,4.37,.
6552,201712,14.21,6.26,1.05,1.19,286.66,14.76,0.19,2.09,0.2,17.09,665.93,3.54,4.57
6558,201712,25.12,13.22,2.28,3.16,311.32,27.42,0.27,1.04,0.42,13.55,14.17,2.86,1.92
6573,201712,23.8,10.64,2.1,3.91,125.64,50.53,0.2,0.56,0.82,21.26,22.18,3.08,1.98
6579,201712,31.9,6.31,2.92,3.61,473.37,20.36,0.22,1.74,1.38,39.22,22.14,2.32,1.8
6581,201712,60.38,53.32,9.36,13.13,107.8,28.18,0.21,5.49,2.83,22.96,15.25,6.42,7.73
6582,201712,22.86,12.12,1.85,2.08,434.5,11.45,0.19,1.7,0.61,29.96,12.25,1.7,1.78
6585,201712,15.7,3.14,0.65,0.85,143.53,42.11,0.3,3.25,0.33,37.69,132.55,1.36,1.35
6591,201712,26.11,11.42,1.86,3.13,278.91,38.94,0.31,0.74,1.06,37.49,15.5,2.4,1.65
6592,201712,62.16,20.4,0.8,8.28,107.53,90.39,0.05,0.06,2.1,25.34,.,.,.
6598,201712,30.61,-710.1,-29.76,-34.47,747.23,17.9,0.04,4.29,-2.4,5.47,.,7.13,73.71
6605,201712,23.2,8.43,0.97,1.83,106.72,58.09,0.14,1.3,1.32,73.38,10.5,1.23,0.93
6625,201712,24.15,11.38,4.57,7.32,145.18,43.08,0.55,1.79,0.97,13.67,46.89,6.9,2.62
6641,201712,40.68,14.17,4.61,8.17,187.01,45.49,0.38,1.44,1.98,25.34,.,.,.
6655,201712,56.93,16.88,1.82,4.52,187.88,63.94,0.14,4.2,1.15,26.02,14.9,2.31,1.95
6666,201712,60.18,39.17,11.67,19.88,320.93,27.76,0.39,14.71,2.63,27.73,.,.,.
6668,201712,59.46,40.39,3.87,5.59,247.47,29.81,0.16,0.83,1.16,21.31,24.57,6.57,8.37
6669,201712,5.12,1.97,1.86,14.05,112.42,88.34,1.26,3.49,3.72,28.44,8.76,4.79,0.17
6670,201712,23.7,15.98,6.33,18.32,125.2,64.16,0.53,2.04,4.37,26.95,9.2,5.64,1.2
6671,201712,36.18,14,3.84,5.99,229,32.09,0.25,2.31,1.55,26.4,.,.,.
6672,201712,25.17,9.63,1.42,4.09,101.77,73.4,0.29,0.86,0.74,19.56,.,.,.
6674,201712,12.37,3.56,1.3,3.72,144.1,65.07,0.36,4.08,0.94,25.65,10.12,1.95,0.44
6691,201712,15.79,9.43,7.1,16.26,155.91,59.39,0.89,3.66,8.09,52.64,.,.,.
6698,201712,34.06,14.59,4.24,4.67,465.56,12.28,0.41,3.56,0.5,10.73,.,.,.
6706,201712,36.48,12.58,9.28,23.13,160.51,58.13,0.95,2.94,5.91,32.12,.,.,.
6715,201712,24.67,11.31,10.64,25.51,149.92,62.06,0.89,2.12,1.67,8.3,.,.,.
6719,201712,29.05,7.55,7.35,15.14,202.42,47.93,0.96,2.54,1.63,11.49,.,.,.
8011,201712,10.44,-3.58,-0.37,-0.89,251.58,40.49,0.09,1.69,-0.13,22.65,145,0.86,1.12
8016,201712,25.46,7.39,3.54,5.09,265.66,28.91,0.34,2.35,2.1,38.83,11.19,2.15,1.07
8021,201712,28.43,10.42,1.06,1.36,383.24,25.93,0.14,0.65,0.4,27.9,10.71,0.78,1.04
8028,201712,30.95,11.55,1.3,2.13,156.77,43.44,0.17,1.41,0.29,13.7,17.45,2.44,2.11
8033,201712,21.79,-8.44,-1.98,-3.12,285.89,31.54,0.2,1.8,-0.27,5.8,.,2.04,1.56
8039,201712,18.69,6.79,1.52,2.33,217.66,38.3,0.24,0.59,0.77,34.14,12.47,1.75,1.12
8046,201712,-1.08,-6.96,-1.12,-1.52,432.38,23.91,0.17,1.06,-0.73,47.6,.,0.55,0.63
8070,201712,14.52,7.22,1.51,2.79,183.93,46.32,0.25,1.17,1.87,89.93,8.33,1.6,0.65
8072,201712,20.73,-5.83,-0.6,-0.64,1176.18,5.87,0.09,1.22,-0.22,30.05,.,0.72,1.67
8081,201712,30.16,9.61,1.05,1.42,326.54,26.34,0.2,0.83,0.64,44.97,17.86,1.51,1.47
8101,201712,6.36,-4.51,-2.3,-13.4,90.27,80.62,0.3,1.73,-0.63,4.34,.,0.9,0.1
8103,201712,26.11,5.71,0.19,0.25,221.37,36.3,0.17,0.74,0.08,29.8,9.1,1.05,0.94
8104,201712,25.61,14.73,3.62,10.76,85.41,67.96,0.18,2.25,2.75,27.86,11.92,3.77,1.95
8105,201712,14.5,4.31,0.63,1.04,184.94,44.95,0.2,1.36,0.2,19.25,10.2,0.99,0.67
8110,201712,16.07,9.84,1.73,2.81,157.05,37.87,0.15,2.22,0.52,19.56,13.06,0.83,0.9
8112,201712,2.68,1.76,2.12,6.18,162.78,72.23,1.16,2.57,1.15,19.28,5.31,1.55,0.09
8114,201712,34.17,9.38,2.42,7.49,153.78,78.22,0.19,1.86,1.18,36.41,17.51,3.75,1.8
8131,201712,18.76,16.76,3.33,3.64,819.5,8.98,0.16,1.3,0.9,25.06,11.05,1.26,1.76
8150,201712,17,7.59,0.61,0.89,212.89,44.7,0.13,1.09,0.19,21.48,15.5,1.28,1.31
8163,201712,16.01,3.59,1.15,2.17,150.24,47.76,0.3,0.83,0.62,28.53,13.38,1.04,0.47
8201,201712,16.9,-8.04,-1.72,-2.35,241.79,31.67,0.23,1.58,-0.33,13.92,.,0.96,0.7
8210,201712,26.44,13.52,2.88,5.16,156.61,45.7,0.31,1.22,1.23,24.38,8.33,1.76,0.93
8213,201712,12.31,4.74,0.86,1.64,148,53.56,0.21,0.74,0.69,38.68,8.15,0.91,0.38
8215,201712,14.99,-0.35,1.36,3.13,119,59.54,0.25,0.95,0.4,12.88,25.78,1.55,0.58
8222,201712,16.48,4.38,0.54,0.8,208.48,42.14,0.13,1.39,0.1,12.89,46.38,1.69,1.78
8249,201712,10.24,0.6,0,0,280.14,25.93,0.2,1.58,0,26.79,13.08,0.97,0.83
8261,201712,16.78,4.93,1.44,2.04,261.94,30.24,0.36,1.14,0.34,16.02,51.58,1.98,1.21
8271,201712,13.57,4.9,2.73,5.06,178.55,44.57,0.57,1.98,1.26,25.45,8.32,1.52,0.39
8341,201712,65.42,46.59,5.34,7.17,219.1,23.96,0.14,2.26,1.68,24.34,33.8,10.48,14.94
8367,201712,28.58,10.72,0.81,1.45,105.95,58.7,0.08,1.33,0.29,23.23,9.62,1.03,1.14
8374,201712,18.29,5.2,1.37,2.63,174.71,51.32,0.31,0.73,0.44,17.17,11.98,1.68,0.68
8404,201712,38.68,15.75,1.24,2.28,137.25,54.08,0.11,1.12,0.4,17.95,24.53,3.41,3.83
8411,201712,11.81,2.93,0.82,1.23,181.88,43.25,0.2,1.35,0.41,33.69,12.06,0.77,0.64
8422,201712,64.53,50.89,6.08,6.8,655.73,10.73,0.14,1.59,3.27,49.69,11.9,3.52,6.84
8429,201712,20.05,6.93,0.66,0.77,1460.62,13.38,0.1,1.31,0.3,38.58,6.99,0.62,1.06
8438,201712,9.5,1.27,0.76,1.08,134.41,53.68,0.64,3.44,0.2,18.72,240.53,1.16,0.44
8442,201712,15.49,-0.73,-0.44,-1.67,112.73,69.94,0.3,1.23,-0.41,24.11,595.14,2.85,0.72
8443,201712,62.63,8.92,1.23,1.85,230.83,31.83,0.2,12.34,0.43,23.46,.,0.6,0.58
8454,201712,10.81,4.27,3.39,6.36,100.71,50.18,0.93,318.28,2.6,41.96,20.28,5.26,0.93
8462,201712,31.36,14.73,3.84,7.03,62.7,45.97,0.28,12.47,1.68,25.41,21.36,6.06,3.22
8463,201712,16.18,10.64,1.48,2.72,135.54,48.61,0.17,1.31,0.42,15.8,14.45,1.11,0.93
8464,201712,46.84,23.23,5.59,7.77,325.85,27.57,0.31,2.07,3.03,40.8,20.12,7.79,4.73
8466,201712,20.86,10.06,3.55,5.52,225.36,34.46,0.23,0.81,2.1,38.91,11.84,2.37,1.65
8467,201712,24.37,0.91,0.08,-0.06,163.98,31.75,0.16,2.55,-0.02,28.87,23.93,1.14,1.04
8473,201712,27.41,22.33,1.25,1.87,197.73,42.28,0.08,1.61,0.78,41.83,13.9,1.48,2.97
8478,201712,35.32,16.71,2.67,4.61,207.83,38.3,0.29,4.06,1.13,29.32,21.11,2.59,1.98
8480,201712,33.81,19.24,4.34,5.08,460.49,15.58,0.23,13.28,2.04,40.9,15.5,3.1,3.02
8481,201712,49.13,26.3,4.52,5.37,486.41,17.12,0.22,0.93,0.99,18.99,10.24,2.29,2.51
8482,201712,39.23,21.87,7.87,12.94,195.95,39.22,0.37,2.43,2.55,20.5,.,.,.
8488,201712,8.67,-3.88,0.19,-0.12,114.86,54.25,0.18,0.69,-0.05,42.07,15.49,0.77,0.56
8499,201712,47.57,33.33,5.02,6.74,491.55,21.36,0.22,1.03,1.72,32.14,12.17,3.24,3.66
8926,201712,23.86,12.26,0.67,0.8,211.01,22.12,0.02,1.85,0.16,20.13,15.95,1.33,13.03
8940,201712,54.17,12.24,2.88,6.6,140.66,53.5,0.21,11.43,0.91,11.58,.,1.18,0.64
8996,201712,29.49,10.2,0.61,1.03,148.27,50.14,0.14,1.37,0.21,20.02,47.91,1.93,1.94
9103,201712,14.91,2.62,0.95,0.5,161.09,42.56,0.26,1.92,0.02,3.36,10.46,0.16,0.16
910322,201712,22.12,-4.67,-0.74,-2.22,78.99,58.79,0.19,5.55,-0.09,14.99,0.04,0.01,0
9105,201712,8.43,0.92,0.28,0.18,112.25,68.75,0.48,1.21,0.01,3.76,2.65,0.14,0.03
910861,201712,20.07,0.38,0.87,1.11,110.52,56.03,0.29,1.56,-0.07,18.08,.,0.01,0.01
9110,201712,-5.52,-36.95,-3.33,-4.49,392.86,22.19,0.11,0,-0.19,4.14,.,0.05,0.07
911608,201712,5.62,-61.04,-31.32,-56.88,126.1,56.2,0.15,1.12,-4.29,6.73,.,0.03,0.03
911622,201712,6.36,1.85,1.64,2.15,125.9,32.05,0.24,2.39,0.17,8.13,0.94,0.03,0.02
911868,201712,30.86,-4.44,0.8,0.8,425.5,18.28,0.21,2.78,0.02,3.1,0.2,0.02,0.04
912000,201712,12.63,2.03,1.82,3.08,194.13,38.76,0.48,5.73,0.11,3.16,0.2,0.01,0.01
9136,201712,13.53,2.75,0.65,0.66,126.79,46.61,0.25,1.33,-0.02,24.98,1.58,0.06,0.05
9802,201712,19.24,10.72,1.96,2.87,164.83,33.7,0.3,1.72,1.22,42.55,10.19,1.67,1
9902,201712,4.55,-26.53,0.05,0.05,1906.03,6.12,0.02,2.29,0,11.8,.,0.9,15.43
9904,201712,27.3,6.79,2.03,3.73,183.12,47.54,0.23,1.98,1.3,28.38,4.67,1.36,0.41
9905,201712,10.5,2.7,1.28,1.73,302.93,25.33,0.15,0.86,0.39,22.86,13.82,1.1,1.07
9906,201712,25.15,15.32,2.32,6.38,150.95,65.58,0.15,7694.92,0.76,12.24,12.19,1.31,1.21
9907,201712,8.82,1.98,0.26,0.12,123.61,48.1,0.21,2.29,0,11.67,24.51,1.2,0.67
9908,201712,16.41,8.6,0.62,0.85,304.04,27.7,0.06,2.64,0.2,21.2,16.52,1.3,3.72
9910,201712,23.24,10.55,4.36,8.93,152.61,50.28,0.51,3.16,1.8,20.47,14.06,6.62,1.54
9911,201712,32.43,15.47,4.7,6.72,174.54,31.18,0.31,1.85,1.23,19,9.63,2,1.48
9912,201712,29.87,5.34,0.99,1.22,184.39,28.45,0.26,2.17,0.13,10.73,23.82,0.75,0.57
9914,201712,10.94,4.21,-0.24,-0.48,138,42.32,0.27,3.53,-0.18,38.75,36.7,3.23,1.67
9917,201712,34.46,17.63,2.08,4.08,109.81,49.56,0.16,2.71,0.93,22.96,15.58,4.08,3.17
9918,201712,16.42,4.72,0.96,1.51,222.34,36.63,0.1,2.29,0.24,16.26,25.06,2.01,3
9919,201712,17.26,0.32,0.14,-0.04,200.41,52.04,0.15,0.92,0.02,12.7,18.41,1,0.67
9921,201712,20.57,3,0.45,0.79,149.35,56.04,0.28,1.11,0.38,52.31,20.93,3.13,1.11
9924,201712,19.82,9.39,1.79,2.59,236.93,31.14,0.27,1.26,0.66,26.71,9.59,1.41,0.89
9925,201712,33.24,10.25,1.36,1.9,216.7,28.03,0.12,3.24,0.48,26.28,14.05,1.48,2.09
9926,201712,21.62,14.49,1.46,2.84,229.94,48.87,0.1,1.39,0.45,16.09,18.09,2.53,3.37
9927,201712,15.49,13.1,4.63,6.07,410.45,24.01,0.41,2.06,1.49,25.39,6.97,1.54,0.76
9928,201712,-19.47,-41.82,-0.86,-5.48,21.5,81.96,0.05,2.16,-0.26,4.62,.,1.1,1.05
9929,201712,10.41,2.28,0.41,0.51,260.79,20.27,0.15,1.27,0.03,6.47,.,1.79,2.67
9930,201712,19.09,14.32,3.37,5.75,100.16,42.63,0.28,2.26,0.96,19.05,14.54,3.1,1.83
9931,201712,17.74,12.2,1,2.13,91.08,53.77,0.1,2.32,0.36,17.32,14.97,1.81,2.6
9933,201712,6.75,4.16,1.18,3.62,124.57,69.97,0.34,4.1,0.84,23.56,8.52,1.92,0.48
9934,201712,27.55,3.96,1.01,2.06,177.89,54.08,0.32,1.45,0.31,16.42,8.99,1.35,0.45
9935,201712,21.39,2.76,1.82,4.25,125.9,68,0.26,0.95,0.34,8.24,16.25,3.05,0.94
9937,201712,11.34,4,2.28,4.19,43.01,46.04,0.62,38.17,0.63,15.28,14.41,2.58,0.62
9938,201712,38.6,20.63,2.11,3.96,153.37,50.52,0.14,1.26,1.21,27.88,13.85,4.34,3.07
9939,201712,14.5,1.28,0.21,0.09,126.12,53.46,0.12,1.06,0.17,42.61,10.53,1.35,0.96
9940,201712,40.25,28.04,2.26,4.87,313.59,57.6,0.13,3.76,0.82,17.34,5.46,2.24,1.42
9941,201712,44.31,14.25,0.51,5.02,97.3,89.72,0.04,0.05,2.26,38.6,9.4,2.85,1.55
9942,201712,34.02,19.12,3.24,4.44,361.87,26.54,0.22,0.77,1.53,35.18,10.82,2.56,2.35
9943,201712,56,16.41,4.05,4.79,253.6,16.1,0.16,31.08,1.22,26.07,9.49,2.01,2.66
9944,201712,16.96,-3.24,-0.06,-0.22,129.4,42.63,0.14,1.11,-0.07,26.83,26.76,0.73,0.66
9945,201712,22.2,3.76,7,13.67,140.87,49.45,0.03,2.41,3.98,29.09,3.79,1.1,4.9
9946,201712,34.21,20.65,2.38,5.19,266.5,54.83,0.08,14.87,0.97,19.13,10.08,0.67,2.02
9955,201712,-0.04,-5.46,-0.72,-1.44,158.44,43.09,0.14,17.66,-0.28,19.21,.,0.79,0.72
9958,201712,11.67,6.11,0.39,0.47,364.42,58.78,0.08,0.46,0.1,12.47,.,1.7,1.92
1101,201803,23.95,19.23,1.19,1.8,141.05,41.45,0.09,0.87,0.55,35.26,8.96,1.04,1.53
1102,201803,18.67,14.99,1.1,1.64,106.81,40.52,0.07,0.96,0.56,38.54,8.5,0.74,1.41
1103,201803,11.63,-10.75,0.62,0.82,347.76,32.1,0.02,2.41,0.24,28.3,.,0.5,4.59
1104,201803,11.88,4.24,0.03,0.01,139.06,18.86,0.05,1.18,0.01,26.89,13.08,0.83,3.26
1108,201803,2.47,-4.15,0,-0.13,268.59,38.36,0.12,1.37,-0.01,10.84,.,0.72,0.93
1109,201803,22.71,13.71,2.03,2.47,286.22,19.75,0.12,0.99,0.36,16.17,4.95,0.88,0.93
1110,201803,8.35,1.83,0.17,0.18,551.54,7.76,0.04,1.22,0.03,14.94,.,0.94,4.51
1201,201803,28.2,-0.59,0.68,1.63,102.36,75.41,0.12,1.43,0.23,10.51,30.77,2.33,0.68
1203,201803,33.75,18.05,1.67,2.66,236.34,37.27,0.16,3,0.31,19.63,6.07,1.35,1.04
1210,201803,14.9,3.42,2.36,4.16,135.86,44.92,0.42,2.9,1.08,24.74,6.98,1.5,0.34
1213,201803,10.74,0.77,0.2,0.24,357.44,17.21,0.17,0.77,0.03,12.32,944.74,1.23,1.35
1215,201803,14.78,6.68,1.99,3.75,99.51,47.93,0.35,2.35,0.98,26.38,10.57,2.48,0.87
1216,201803,33.97,6.72,1.66,3.35,120.25,51.85,0.25,6.15,0.75,21.93,12.15,3.15,0.96
1217,201803,31.66,3.33,0.53,0.65,66.59,50.55,0.08,1.52,0.08,11.26,280.71,0.66,0.87
1218,201803,16.54,0.98,1.14,1.61,345.77,26.65,0.23,1.85,0.17,12.83,23.81,1.37,1.1
1219,201803,9.32,2.01,0.65,1.13,207.64,50.35,0.35,2.49,0.15,12.25,71.23,1.51,0.55
1220,201803,11.49,3.08,1.16,1.41,504.25,19.15,0.19,1.1,0.18,12.71,18.83,0.87,0.8
1225,201803,9.39,3.81,1.5,2.61,211.65,42.41,0.41,2.03,0.38,15.04,38.66,4.85,1.46
1227,201803,30.87,13.09,3.34,4.8,246.6,29.91,0.33,1.48,0.82,17.31,20.51,3.95,2.26
1229,201803,16.62,5.87,1.83,2.11,79.41,13.84,0.04,1.63,0.52,27.6,12.86,1.42,7.68
1231,201803,22.76,7.47,2.14,4.21,166.67,51.06,0.31,1.54,0.81,20.34,10.6,1.72,0.77
1232,201803,10.43,6.2,3.8,5.15,405.36,23.01,0.77,4.45,1.23,24.81,14.07,3.74,0.89
1233,201803,58.11,9.15,1.89,2.54,210.13,25.34,0.27,2.38,0.43,16.9,16.79,2.24,1.6
1234,201803,20.48,-1.31,0.54,0.67,281.49,21.91,0.1,3.61,0.3,44.01,18.8,0.71,1.36
1235,201803,-10.29,-74.18,0.23,0.21,285.19,26.64,0,0.69,0.11,77.82,13.02,0.46,42.89
1236,201803,28.2,5.9,1.2,1.85,219.73,34.9,0.2,1.49,0.31,17.26,40.36,1.02,0.95
1256,201803,31.63,14.08,2.83,4.15,207.5,34.03,0.29,3.78,2.13,51.47,10.32,3.05,1.61
1301,201803,17.26,12.32,2.46,3.28,270.21,25.97,0.11,3.3,1.87,59.62,11.32,1.74,3.11
1303,201803,16.73,11.03,2.43,3.46,269.88,30.41,0.15,1.46,1.7,48.84,9.87,1.67,2.05
1304,201803,12.58,6.22,1.34,2.31,244.37,44.67,0.23,1.9,0.23,17.59,4.84,0.92,0.29
1305,201803,23.41,15.84,4.59,6.87,368.67,31.47,0.32,2.6,1.07,16.99,9,1.91,1.06
1307,201803,23.21,6.57,0.76,1.23,228.96,42.39,0.17,1.68,0.26,21.01,14.73,1.55,1.36
1308,201803,5.87,2.04,0.61,0.84,224.82,33.9,0.09,2.41,0.15,18.96,15.9,0.94,1.5
1309,201803,7.75,4,2.24,4.73,161.08,54.42,0.54,1.76,0.58,12.55,4.96,0.94,0.19
1310,201803,13.64,10.62,3.57,5,195.82,28.62,0.36,3,0.75,14.44,8.7,1.5,0.75
1312,201803,17.61,12.19,3.52,4.16,362.41,14.66,0.22,1.98,1.05,24.23,6.22,1.26,1.14
1313,201803,7.51,3.57,1.14,1.98,141.1,52.99,0.29,3.84,0.34,18.94,8.35,1.01,0.42
1314,201803,13.25,8.47,1.35,1.74,465.88,23.14,0.11,2.78,0.41,23.8,9.06,0.53,1
1315,201803,14.33,-1.94,-0.07,-0.12,372.82,20.76,0.06,1.65,-0.04,41.98,79.67,0.66,2.09
1316,201803,32.49,17.82,3.02,4.83,216.81,35.1,0.17,3.79,0.9,16.42,5.16,1.45,1.01
1319,201803,23.43,9.49,1.41,2.32,117.54,42.64,0.16,1.27,0.84,35.56,10.18,1.47,1.25
1321,201803,6.76,-1,0.41,0.78,172.05,53.67,0.11,1.88,0.18,24.5,107.46,1.13,1.33
1323,201803,23.66,11.6,1.87,3.34,422.44,44.73,0.21,1.04,0.67,20.99,7.5,1.7,0.96
1324,201803,14.99,-2.64,-0.39,-0.53,301.23,24.75,0.19,1.22,-0.07,13.66,.,0.96,0.82
1325,201803,11.55,6.02,0.4,0.43,1615.78,6.79,0.12,1.57,0.1,20,25.37,0.89,1.75
1326,201803,15.92,12.21,2.48,3.26,305,25.21,0.17,2.34,2.22,68.62,9.68,1.59,1.73
1337,201803,-12.37,-41.31,-1.27,-1.38,977.03,4.47,0.03,0.49,-0.51,37.25,70.02,0.29,0.74
1338,201803,25.25,10.27,1.93,2.62,218.17,28.17,0.2,0.9,2.26,81.35,9.21,1.33,1.11
1339,201803,30.02,15.97,0.93,1.54,122.37,47.16,0.11,0.93,0.75,43.66,7.15,0.91,1.02
1340,201803,28.59,16.15,1.05,1.1,2216.37,3.7,0.07,0.54,0.53,53.65,5.94,0.86,1.72
1341,201803,17.74,7.86,2.8,6.67,110.94,59.81,0.44,1.69,0.79,15.94,.,.,.
1402,201803,20.92,6.79,0.87,1.57,98.37,50.99,0.1,1.9,0.46,37.33,7.52,0.71,0.65
1409,201803,13.96,5.98,0.21,0.7,88.66,75.29,0.06,1.16,0.13,17.42,8.43,0.56,0.43
1410,201803,38.9,22.6,1.28,1.54,919.53,16.94,0.08,1.35,0.25,16.97,13.53,1.39,3.25
1413,201803,8.4,5.93,2.36,5.58,124.82,58.25,0.39,3.62,0.39,7.17,8.56,1.58,0.46
1414,201803,9.45,2.18,0.15,0.17,137.58,30.48,0.06,2.66,0.02,14.33,.,0.52,2.02
1416,201803,99.39,-34.73,1.1,1.92,140.56,49.78,0.01,2.12,0.44,22.98,366.86,0.74,2.53
1417,201803,13.48,-22.34,-1.36,-1.76,278.02,21.26,0.1,3.06,-0.16,9.2,.,0.49,0.93
1418,201803,-18.95,-33.77,-3.19,-103.86,612.61,98.43,0.09,75.68,-1.11,0.51,.,17.4,0.36
1419,201803,16.15,-13.44,-0.38,-0.62,98.34,31.76,0.03,1.88,-0.19,30.96,461.53,1.56,9.76
