stock_id,year,營業毛利率,營業利益率,ROA(A)稅後息前,ROE(A)－稅後,流動比率,負債比率,總資產週轉次數,應收帳款週轉次數,季底每股稅後淨利,每股淨值(C),當季季底P/E,當季季底P/B,當季季底PSR
1722,202009,26.56,15.03,0.66,1,399.42,32.94,0.03,2.58,0.52,52.08,22.89,0.97,4.37
1723,202009,20.88,13.34,1.41,2.47,92.85,43.54,0.1,2.8,0.7,26.59,25.13,3.5,3.99
1725,202009,6.84,3.19,2.13,3.39,234.24,38.37,0.31,2,0.6,17.58,13.52,0.78,0.36
1726,202009,27.23,13.47,2.28,2.7,655.54,13.05,0.2,1,1.38,52.22,11.42,1.32,1.4
1727,202009,8.39,-3.81,-0.62,-1.21,167.26,45.31,0.19,0.82,-0.13,11.57,.,0.97,0.62
1730,202009,44.72,8.95,6.4,9.87,302.02,27.71,0.31,1.38,2.55,26.87,13.07,2.6,1.52
1731,202009,64.78,18.57,2.03,2.67,411.23,24.63,0.12,1.11,0.36,13.82,13.55,1.18,2.07
1732,202009,43.12,3.54,0.1,0.12,339.81,23.45,0.24,1.38,0.01,11.25,19.95,1.87,1.43
1733,202009,23.26,5.83,0.92,1.44,183.46,38.75,0.19,1.15,0.23,16.24,13.62,1.58,1.15
1734,202009,35.81,-4.16,-0.67,-1.48,187.73,49.24,0.1,1.19,-0.06,16.09,.,2.33,2.5
1735,202009,21.86,10.87,1.14,2.21,118.52,52.79,0.23,1.05,0.31,14.24,30.43,1.17,0.67
1736,202009,48.27,7.43,1.77,5.48,123.4,69.35,0.25,1.16,1.49,28.81,18.24,2.32,0.75
1737,202009,41.89,14.58,1.21,1.49,496.04,17.21,0.1,3.97,0.48,30.56,15.8,1,2.04
1752,202009,32.04,10.63,0.9,1.38,138.19,33.51,0.13,1.1,0.29,21.3,14.38,1.83,2.16
1760,202009,51.15,6.4,-0.11,-0.24,212.96,36.4,0.2,1.34,-0.04,15.68,95.92,7.91,6.25
1762,202009,43.61,10.93,1.14,1.44,251.14,19.49,0.09,1.62,0.44,31,24.13,2.18,4.16
1773,202009,31.11,18.81,3.93,5.55,136.25,28.94,0.25,1.78,1.62,30.02,13.04,3.31,2.32
1776,202009,21.67,8.38,1.28,2.08,264.2,41.89,0.19,1.06,0.24,13.59,14.7,1.15,0.79
1783,202009,46.67,10.65,1.28,1.46,500.94,9.75,0.12,0.97,0.18,12.09,26.43,1.91,3.6
1786,202009,74.47,30.91,1.87,2.51,390.18,26.46,0.06,1.62,0.56,22.53,27.9,3.06,9.06
1789,202009,49.46,13.45,0.66,0.73,684.76,12.62,0.06,1.48,0.1,13.26,58.94,2.24,7.74
1795,202009,43.49,15.26,1.85,3.45,143.16,55.64,0.16,1.07,1.14,33.66,17.61,2.39,1.83
1802,202009,20.26,11.16,1.88,3.47,114.58,49.96,0.14,1.07,0.48,13.84,50.52,0.88,0.89
1805,202009,43.69,-238.63,-0.94,-2.39,176.02,53.05,0,0.6,-0.15,6.21,.,1.63,6.8
1806,202009,25.32,1.25,0.38,0.33,155.56,44.55,0.1,0.87,0.04,12.56,.,0.52,0.72
1808,202009,10.63,5.04,0.41,2.41,150.82,86.17,0.09,4.5,0.31,15.83,859.68,4.66,3.36
1809,202009,19.7,-0.75,0.18,0.18,341.46,20.02,0.12,1,0.06,17.41,.,0.61,0.93
1810,202009,20.3,-6.81,0.16,0.04,122.01,47.21,0.13,1,0.01,15.36,382.83,0.62,0.66
1817,202009,33.04,15.86,2.91,4.38,176.48,34.49,0.24,2.61,1,23.12,7.97,1.34,0.94
1903,202009,28.98,-75.69,-0.06,-0.35,34.88,62.06,0.01,0.74,-0.03,9.61,.,5.91,92.42
1904,202009,25.02,11.29,1.69,3.63,146.75,56.48,0.17,1.83,0.83,21.97,7.92,1.44,0.87
1905,202009,4.14,-4.64,-0.5,-1.02,110.48,44.99,0.15,1.46,-0.12,13.43,.,0.67,0.52
1906,202009,11.18,1.03,0.22,0.26,10.82,29.66,0.05,10.13,0.07,29.33,28.62,0.48,1.55
1907,202009,20.38,8.01,2.31,5.07,119.17,55,0.16,1.38,1.33,25.14,3.95,0.68,0.4
1909,202009,16.05,6.28,0.9,1.47,69.68,68.69,0.17,1.19,0.25,18.11,23.1,0.92,0.5
2002,202009,3.95,-0.2,0.01,-0.13,94.3,50.4,0.12,7.17,-0.05,18.75,.,1.13,1.03
2006,202009,15.65,10.38,1.81,3.24,131.26,43.51,0.23,3.7,0.75,24.54,8.46,1.16,0.7
2007,202009,-1.92,-5.77,-0.37,-1.43,87.83,64.56,0.07,8.64,-0.18,9.33,.,0.67,0.6
2008,202009,18.23,8.71,1.48,2.99,62.84,56.06,0.04,2.81,0.36,12.2,.,1.09,3.11
2009,202009,4.12,1.83,3.11,4.33,160.11,27.03,0.11,4.08,0.43,10.13,253,0.88,1.41
2010,202009,7.17,2.83,0.71,1.12,178.71,41.8,0.28,1.12,0.18,15.68,14.93,0.68,0.37
2012,202009,12.95,2.52,0.49,0.83,176,62.59,0.19,1.06,0.1,12.47,13.58,1.42,0.58
2013,202009,4.57,1.41,0.76,2.37,114.94,69.28,0.2,2.35,0.55,23.47,27.43,1.31,0.44
2014,202009,3.85,1.41,0.93,1.82,110.47,50.2,0.32,8.33,0.17,9.63,.,0.97,0.39
2015,202009,16.23,13.45,3.47,4.2,331.47,14.05,0.3,5.03,1.31,31.99,11,1.75,1.21
2017,202009,16.23,6.14,0.9,1.4,91,44.17,0.12,3.93,0.03,11.38,.,0.78,0.85
2020,202009,11.03,6.09,2.68,5.79,131.44,56.5,0.2,2.55,0.76,13.37,12.12,1.2,0.74
2022,202009,8.68,3.58,0.61,0.75,142.95,36.66,0.23,2.77,0.07,8.46,.,0.63,0.28
2023,202009,8.78,3.92,1.63,4.18,75.92,66.96,0.17,4.76,0.61,13.6,.,0.72,0.35
2024,202009,7.98,3.09,0.39,0.5,122.44,44.05,0.16,1.41,0.06,11.43,1052.97,1.26,1.25
2025,202009,-11.87,-15.66,-1.56,-6.33,305.85,73.11,0.13,1528.11,-0.1,1.61,.,2.02,1.04
2027,202009,15.99,3.56,0.34,0.07,266.67,70.77,0.14,2.79,-0.06,17.86,.,1.53,0.56
2028,202009,10.77,9.24,3.38,7.68,131.75,58.09,0.35,6.64,0.61,8.31,11.33,1.18,0.38
2029,202009,10.88,5.03,0.75,0.81,841.13,9.86,0.24,3.66,0.21,26.93,91.35,0.68,0.66
2030,202009,10,3.59,0.78,1.74,134.92,66.25,0.25,3.15,0.23,13.46,22.91,0.75,0.27
2031,202009,9.41,5.5,3.48,8.83,126.27,62.74,0.16,0.94,1.88,20.95,61.48,1.47,1
2032,202009,7.11,4.25,1.55,1.9,581.04,19.84,0.42,1.28,0.24,12.94,16.68,0.73,0.4
2033,202009,12.67,1.24,0.38,0.42,292.96,14.76,0.16,1.1,0.05,12.51,83.04,0.8,1.05
2034,202009,9.81,4.73,1.65,2.67,142.15,41.55,0.26,2.88,0.43,17.43,16.75,1.31,0.69
2038,202009,5.13,2.03,0.41,0.68,111.56,55.91,0.21,2.97,0.13,16.04,88.27,0.62,0.23
2049,202009,28.42,11.26,1.9,3.67,102.18,49.63,0.12,1.03,2.8,76.89,78.68,3.71,4.75
2059,202009,50.89,40.37,2.3,2.76,870.64,14.93,0.09,1.13,3.11,114.13,16.36,2.45,5.43
2062,202009,11.67,4.37,0.25,0.36,114.3,58.15,0.18,1.58,0.11,30.79,.,0.79,0.61
2069,202009,9.34,4.36,1.12,2.05,94.34,61.26,0.24,2.74,0.41,20.34,.,0.75,0.32
2101,202009,25.43,13.97,0.81,2.16,149.13,65.88,0.1,1.22,0.28,13.06,61.11,3.38,3.65
2102,202009,25.75,7.73,0.85,1.43,228.41,47.23,0.14,1.59,0.23,16.27,.,1.26,1.74
2103,202009,13.63,4.24,-0.46,-0.98,152.84,45.96,0.19,2.02,-0.28,16.73,15.87,1.06,0.6
2104,202009,26.28,15.2,1.13,1.62,222.99,33.65,0.1,1.48,0.52,30.06,57.13,0.66,1.22
2105,202009,27.68,12.89,1.79,3.4,141.09,49.03,0.18,2.64,0.78,23.39,22.14,1.58,1.24
2106,202009,26.24,10.35,1.74,3.69,215.4,55.75,0.2,2.07,0.74,20.49,27.73,1.44,0.91
2107,202009,41.35,34.35,3.13,3.53,914.2,9.08,0.07,5.55,1.1,31.56,7.74,0.63,2.19
2108,202009,45.9,34.22,7.31,9.45,473.57,18.37,0.3,2.72,1.66,17.94,9.48,2.78,2.09
2109,202009,25.25,16.2,2.83,4.81,186.51,44.03,0.18,2,0.41,8.51,7.2,1.42,0.83
2114,202009,44.19,35.25,3.14,3.88,441.81,13.32,0.15,2.45,1.22,32.04,11.5,2.5,3.56
2115,202009,23.94,14.59,1.98,3.13,345.38,39.1,0.18,1.25,0.86,28.16,12.08,1.42,1.48
2201,202009,21.71,-0.52,0.52,2.49,104.59,80.56,0.07,0.13,0.75,47.55,.,0.77,0.44
2204,202009,18.3,6.21,2.01,2.36,289.77,15.15,0.16,3.21,1.7,74.17,.,0.57,0.76
2206,202009,20.61,7.72,1.91,5.09,101.4,64.11,0.27,4.38,0.92,18.19,10.17,1.24,0.49
2207,202009,16.87,10.4,1.76,5.78,107.63,71.22,0.21,0.4,6.62,110.75,17.5,5.81,1.54
2208,202009,-3.18,-4.97,-0.87,-5.69,101.26,84.36,0.2,5.68,-0.69,11.81,.,2.04,0.46
2211,202009,24.36,19.67,2.36,3.41,187.93,32.72,0.12,2.34,0.95,30.15,10.7,1.54,2.02
2227,202009,14.66,0.69,7.58,12.27,256.99,32.79,0.25,15.46,7.21,62.57,9.73,3.9,2.41
2228,202009,18.27,-2.85,-0.16,-0.27,304.08,33.12,0.17,1.2,-0.12,46.45,30.88,1.67,1.71
2231,202009,40.44,15.07,0.92,1.96,153.02,57.73,0.1,1.03,0.51,24.29,74.84,6.57,5.83
2233,202009,31.47,16.21,3.03,4.48,222.32,32.05,0.17,1.15,2.01,44.09,11.85,1.63,1.79
2236,202009,22.77,7.3,0.73,1.09,258.86,40.81,0.14,0.79,0.21,25.45,31.49,0.68,0.6
2239,202009,18.03,7.64,1.33,2.78,118.18,58.27,0.18,1.18,1.75,88.95,10.59,0.85,0.44
2241,202009,14.29,1.6,-0.3,-0.65,640.03,29.53,0.1,0.84,-0.1,18.6,228.85,2.83,5.51
2243,202009,5.45,-40.85,-0.75,-4.19,116.3,77.9,0.03,0.14,-0.7,16.52,.,0.72,0.5
2247,202009,12.14,3.4,1.77,3.18,181.12,45.41,0.64,29.84,3.42,123.87,20.41,2.87,0.66
2250,202009,18.24,5.46,1.82,5.32,115.98,66.06,0.35,1.53,2.12,43.28,.,.,.
2301,202009,18.98,9.65,1.72,4.17,140.25,58.23,0.23,1.16,1.29,30.81,7.37,1.51,0.68
2302,202009,41.96,23.99,1.73,2.21,139.6,25.42,0.1,1.63,0.21,9.87,257.87,1.48,4.28
2303,202009,21.77,15.9,2.55,4.19,276.37,40.01,0.12,1.66,0.73,17.79,18.69,1.61,2.05
2305,202009,33.3,-10.55,0.62,0.77,444.14,24.05,0.05,2.66,0.07,10.62,.,0.72,2.79
2308,202009,31.94,13.45,2.83,5.38,191.96,47.29,0.24,1.3,3.23,54.1,16.06,3.49,1.8
2312,202009,6.44,1.07,0.5,1.24,103.69,75.53,0.36,1.51,0.11,10.88,.,1.05,0.12
2313,202009,18.47,12.11,2.36,5.39,181.16,57.72,0.27,1.31,1.21,23.12,7.2,1.76,0.81
2314,202009,18.93,-5.7,-1.08,-2.19,208.67,49.68,0.19,0.91,-0.24,10.96,.,2.04,1.17
2316,202009,-0.73,-9.09,0.97,1.63,223.21,42.89,0.09,0.84,0.64,39.38,14.7,0.84,1.23
2317,202009,6.2,2.51,1.3,2.54,149.48,58.98,0.4,1.75,2.23,87.36,7.96,0.89,0.21
2321,202009,17.83,-3.16,-0.23,-1.73,107.09,75.93,0.14,1.41,-0.1,-6.14,.,2.96,0.56
2323,202009,21.17,-2.37,-1.36,-1.88,375.92,25,0.09,1.37,-0.3,15.84,.,0.49,1.02
2324,202009,3.34,1.13,0.66,2.31,127.26,74.25,0.64,1.31,0.5,23.64,9.02,0.82,0.09
2327,202009,31.63,19.33,1.56,4.13,106.23,64.06,0.12,1.52,5.4,133.83,13.55,2.65,3.15
2328,202009,15.02,8.72,1.67,2.78,197.2,38.5,0.27,1.04,0.57,20.98,10.86,0.83,0.42
2329,202009,7.78,1.67,0.18,0.2,78.65,59.09,0.23,1.38,0.02,10.32,.,0.99,0.39
2330,202009,53.44,42.1,5.42,7.83,175.04,32.15,0.14,2.28,5.3,68.93,20.49,6.28,8.67
2331,202009,11.31,1.1,0.53,1.01,148.47,53.52,0.3,1.75,0.2,19.81,29.05,0.67,0.28
2332,202009,32.71,4.83,2.23,3.69,189.11,41.12,0.28,1.33,0.46,12.68,45.99,1.46,0.78
2337,202009,35.9,17.07,2.71,4.78,181.18,44.52,0.18,1.82,0.87,18.71,11.67,1.71,1.51
2338,202009,22.02,12.26,3.31,7.37,74.23,58.5,0.17,1.33,1.31,14.47,.,2.39,1.62
2340,202009,29.77,14.73,2,2.89,302.63,31.94,0.16,0.91,0.55,19.16,12.44,1.21,1.59
2342,202009,25.65,15.38,11.54,16.7,369.64,28.64,0.18,1.53,1.99,12.8,30.78,2.18,2.42
2344,202009,26.96,0.7,0.39,0.6,186.72,47.74,0.14,1.87,0.08,15.18,87.28,0.92,1.05
2345,202009,23.6,14.12,5.06,12.27,188,54.64,0.48,1.96,2.69,23.35,21.19,9.57,2.36
2347,202009,4.26,2.09,1.59,4.39,117.88,64.85,0.62,1.67,1.26,30.06,7.11,1.37,0.21
2348,202009,64,51.8,5.64,16.34,258.92,63.7,0.16,2,3.85,27.09,6.19,3.36,2.76
2349,202009,14.47,-3.99,-0.46,-1.16,171.2,47.29,0.09,1.62,-0.28,9.16,.,1.12,1.05
2351,202009,16.56,7.93,1.15,1.9,246.73,43.05,0.21,1.19,0.51,30.29,25.86,1.94,1.29
2352,202009,14.48,3.97,1.75,4.67,120.64,63.57,0.34,1.62,1.04,17.67,6.73,1.05,0.2
2353,202009,10.49,3.64,1.42,4,134.7,65.52,0.48,1.47,0.76,19.16,9.19,1.31,0.3
2354,202009,6.04,3.31,1.09,1.7,183.36,39.48,0.23,1.32,1.18,71.12,10.73,0.72,0.75
2355,202009,5.5,0.3,0.15,0.18,202.01,30.25,0.18,1.34,0.07,37.98,79.88,0.76,0.75
2356,202009,4.02,1.05,0.82,3.06,115.97,74.96,0.61,1.36,0.54,16.04,13.92,1.4,0.16
2357,202009,18.13,7.35,2.81,5.58,149.74,49.75,0.34,1.56,14.15,247.4,6.55,1.02,0.49
2358,202009,12.4,3.96,0.31,0.17,186.59,61.54,0.14,0.87,0.02,13.27,108.61,1.27,0.78
2359,202009,20.26,1.72,0.02,0.03,283.71,24.88,0.15,1.33,-0.02,26.13,54.18,0.71,0.91
2360,202009,48.22,17.07,2.25,3.93,171.94,43.14,0.16,0.95,1.39,35.77,21.78,4.3,4.07
2362,202009,20.08,6.26,0.39,0.55,83.58,60.57,0.06,2.06,0.36,65.35,42.91,0.5,0.97
2363,202009,9.53,-436.82,0.61,0.62,472.97,2.17,0,0.97,0.09,18.38,.,0.64,46.93
2364,202009,31.93,8.42,2.46,10.75,61.16,78.69,0.22,4.23,0.14,1.33,.,3.73,1.12
2365,202009,32.9,16.67,2.01,2.46,477.76,19.69,0.14,3.7,0.33,13.47,14.94,0.76,1.43
2367,202009,-3.4,-14.92,-1.71,-4.11,122.67,57.39,0.17,1.3,-0.67,16.08,.,1.32,0.85
2368,202009,22.8,14.02,2.69,6.74,149.16,60.8,0.28,0.83,1.07,16.41,9.24,2.75,1.04
2369,202009,7.57,-0.91,0.07,0.04,225.56,33.22,0.18,1.19,-0.01,13.41,.,0.81,0.78
2371,202009,14.92,-8.68,-0.08,-2.56,71.26,76.39,0.07,1.43,-0.08,15.37,.,1.1,1.12
2373,202009,44.43,14.1,3.21,6.96,167.47,52.45,0.21,2.34,2.22,30.98,11.1,2.87,1.56
2374,202009,21.82,-15.72,-0.85,-1.36,136.33,36.1,0.11,1.78,-0.33,20.17,.,0.66,1.02
2375,202009,25.31,14.1,1.47,2.77,153.15,50.77,0.11,0.81,0.95,60.32,7.11,0.77,0.98
2376,202009,17.31,6.04,3.03,5.69,182.33,48.54,0.49,2.56,2.24,40.22,10.7,1.88,0.62
2377,202009,15.8,7.51,3.67,8.18,165.58,55.85,0.57,1.83,3.09,39.46,13.15,3.37,0.82
2379,202009,41.35,11.47,3.11,9.53,136.84,66.22,0.27,1.63,4.91,53.8,22.35,6.85,2.6
2380,202009,20.79,-17.23,-3.29,-7.5,134.32,57.61,0.21,2.13,-0.47,6.09,.,1.07,0.79
2382,202009,5.86,3.15,1.35,5.78,118.81,77.37,0.53,1.52,2.04,35.6,10.14,2.13,0.27
2383,202009,27.53,19.04,4.31,7.75,202.9,41.17,0.28,0.83,3.37,46.61,10.26,3.13,1.84
2385,202009,20.59,10.41,3.08,7.24,122.65,56.87,0.37,1.13,2.55,37.49,6.82,2.36,0.66
2387,202009,17.21,12.14,2.89,7.22,128.81,62.32,0.34,0.94,2.56,35.6,10.41,1.87,0.7
2388,202009,33.05,1.39,0.01,-0.26,129.69,57.55,0.19,3.45,-0.08,6.81,.,5.3,2.89
2390,202009,19.38,-19.41,-2.79,-3.52,354.89,19.81,0.04,1.63,-0.38,10.73,.,1.52,6.43
2392,202009,11.14,4.42,1.47,3.84,154.68,65.89,0.33,1.62,2.16,47.01,6.42,0.92,0.23
2393,202009,26.4,9.1,1.67,2.74,171.55,39.77,0.2,0.91,1.04,38.56,11.43,0.96,0.76
2395,202009,39.79,17.35,3.91,6.12,238.59,30.85,0.26,1.42,2.51,42.03,23.57,6.93,4.34
2397,202009,25.65,8.32,1.59,2.61,194.23,38.47,0.25,1,0.93,25.48,12.86,2.57,0.88
2399,202009,10.65,-0.48,3.26,4.18,418.94,21.21,0.26,4.33,0.49,11.85,38.29,0.92,0.91
2401,202009,45.24,13.11,2.65,3.31,376.14,20.24,0.17,1.75,0.36,13.87,17.32,0.98,1.36
2402,202009,17.56,7.91,0.91,1.32,166.86,35.55,0.18,0.89,0.25,18.7,31.76,0.91,0.96
2404,202009,15.47,12.96,4.74,15.12,135.5,64.4,0.44,1.1,6.76,47.99,7.49,4.06,1.03
2405,202009,37.87,1.51,0.18,0.19,602.98,13.41,0.1,0.8,0.02,9.67,74.61,0.94,1.56
2406,202009,16.77,7.1,1.5,3.71,113.58,63.35,0.19,1.1,0.28,8.19,.,2.15,0.56
2408,202009,25.85,13.5,0.97,1.05,709.94,8.26,0.09,1.57,0.52,49.92,18.9,1.16,3
2409,202009,10.59,3.62,0.92,1.69,169.62,54.26,0.19,1.79,0.3,17.89,.,0.63,0.43
2412,202009,33.86,20.55,1.75,2.33,103.18,23.68,0.1,2.09,1.07,47.53,19.52,2.25,4.08
2413,202009,16.83,3.74,0.93,2.5,139.93,67.46,0.23,1.52,0.29,11.89,.,1.36,0.56
2414,202009,7.58,2.24,1.35,3.32,138.38,58.76,0.74,1.52,0.59,16.66,8.89,1.46,0.18
2415,202009,20.96,9.45,0.47,0.93,147.92,60,0.1,1.95,0.13,16.99,27.71,0.87,0.64
2417,202009,55.75,36.68,14.81,21.32,217.05,35.91,0.46,2.45,3.98,19.53,8.35,3.1,2.07
2419,202009,18.42,3.92,0.87,1.73,160.88,55.2,0.26,1.4,0.29,15.06,16.8,1.41,0.72
2420,202009,37.61,23.28,2.24,4.33,150.01,49.4,0.11,1.64,0.86,20.3,8.52,1.54,1.91
2421,202009,24.97,10.6,2.42,5.44,145.32,56.43,0.36,1.04,0.92,17.54,12.28,3.54,1.23
2423,202009,48.11,13.94,2.09,2.84,314.55,24.75,0.19,0.9,0.43,15.54,11.06,1.43,1.39
2424,202009,-1028.35,-2001.3,-7.39,-30.36,33.5,77.32,0,1.44,-2.27,6.79,.,3.48,22.11
2425,202009,7.69,4.37,2.33,3.35,232.2,34.48,0.61,1.5,0.48,16.97,20.62,1.52,0.56
2426,202009,15.5,2.41,-0.52,-0.94,269.67,34.78,0.11,0.8,-0.12,12.83,55.36,1.19,1.92
2427,202009,36.46,8.17,1.13,2.15,144.84,48.32,0.17,1.92,0.26,12,10.56,0.87,0.61
2428,202009,48.22,35.76,4.33,6.31,347.05,31.74,0.17,0.77,3.27,52.79,7.4,1.88,2.21
2429,202009,7.57,-7.9,-2.49,-8.85,99.1,68.68,0.29,2.49,-0.51,6.71,.,2.72,0.72
2430,202009,14.41,1.82,0.71,1.79,89.45,65.86,0.39,113.85,0.5,28.22,9.73,0.65,0.16
2431,202009,14.63,4.78,1.77,2.76,196.73,38.98,0.33,1.35,0.33,12.32,31.56,0.8,0.45
2433,202009,31.37,11.31,3.5,6.11,161.37,42.01,0.13,2.34,1.86,26.95,9.87,1.76,1.68
2434,202009,19.06,-40.58,-1.62,-8.34,90.27,73.12,0.05,0.68,-0.48,12.37,.,2.17,3.29
2436,202009,25.43,4.38,3.62,5.28,316.26,31.57,0.17,0.91,0.85,16.69,40.79,1.82,2.17
2438,202009,27.22,4.83,0.81,0.92,543.26,12.31,0.09,0.76,0.02,6.11,19.21,1.05,1.47
2439,202009,12.37,3.88,1.43,3.47,126.81,63.36,0.36,1.43,1.88,52.48,22.23,2.82,1.02
2440,202009,11.18,6.4,3.54,5.85,207.05,41.11,0.42,1.03,0.48,8.57,17.51,1.34,0.57
2441,202009,26.58,23.1,3.48,4.24,299.23,15.36,0.18,1.12,1.26,30.28,9.49,1.62,2.01
2442,202009,18.76,5.57,0.37,1.11,145.14,70.04,0.1,7.05,0.29,12.97,59.85,0.87,0.55
2443,202009,-9.07,-90.22,-11.5,-17.86,195.09,36.78,0.12,1.59,-0.91,4.46,.,1.23,1.36
2444,202009,16.81,4.69,0.77,1.42,124.93,54.22,0.27,1.9,0.12,8.47,.,1.76,0.87
2449,202009,27.03,15.47,1.76,3.61,199.47,54.36,0.13,1.17,0.79,22.5,7.09,1.36,1.28
2450,202009,11.88,1.47,1.35,2.32,171.13,43.75,0.68,3.94,0.51,22.25,16.18,1.3,0.28
2451,202009,18.36,8.19,0.97,1.12,918.74,8.72,0.13,2.09,0.48,42.83,18.1,1.47,2.29
2453,202009,22.39,1.83,0.84,1.76,158.84,56.27,0.37,2.04,0.34,18.22,10.83,0.9,0.28
2454,202009,44.23,15.04,2.76,4.02,200.19,30.44,0.2,2.63,8.37,214.01,25.63,2.85,3.32
2455,202009,41.96,24.82,2.68,4.18,169.26,35.22,0.15,1.59,0.61,14.9,23.29,5.27,5.52
2457,202009,13.69,-1.96,0.26,0.43,143.85,51.32,0.27,1.27,0.06,13.91,.,0.72,0.37
2458,202009,45.54,29.11,8.02,14.23,218.78,39.22,0.35,2.32,3.7,26.85,12.69,5.65,3.36
2459,202009,21.32,12.55,2.25,3.95,248.05,44.54,0.23,1.22,1.52,41.01,6.61,1.03,0.68
2460,202009,14.76,5.49,0.45,0.54,147.52,58.85,0.2,0.94,0.07,12.69,.,1.02,0.67
2461,202009,24.19,6.14,1.29,2.61,197.33,54.25,0.21,1,0.39,15.89,.,1.06,0.48
2462,202009,12.3,5.25,1.2,2.17,160.41,46.88,0.27,0.73,0.39,18.06,29.6,1.35,0.77
2464,202009,20.46,6.99,1.2,3.33,148.13,63.22,0.2,2.89,0.66,20.29,14.59,2.03,0.87
2465,202009,11.13,-0.05,-0.16,-2.33,107.64,79.56,0.88,5.71,-0.11,5.24,51.92,2.74,0.19
2466,202009,8.39,-1.12,1.5,3.34,296.79,60.26,0.15,1.19,0.35,10.5,.,2.86,3.54
2467,202009,35.25,13.13,2.25,5.7,146.87,59.99,0.17,0.57,0.88,15.51,9.48,1.78,1.08
2468,202009,10.03,3.69,1.22,1.75,228.61,31.91,0.41,2.51,0.28,16.33,14.03,0.81,0.38
2471,202009,49.49,20.97,4.62,7.91,316.4,39.64,0.16,1.94,1.19,15.62,8.54,1.29,1.27
2472,202009,30.04,18.18,2.96,5.15,201.89,42.86,0.19,0.83,1.5,31.33,6.36,1.77,0.95
2474,202009,28.88,22.73,0.28,0.4,176.26,41.11,0.1,1.16,0.75,188.63,7.53,0.96,1.44
2476,202009,30.79,14.6,1.55,2.38,285.88,36.28,0.16,1.17,0.52,24.41,7.13,0.77,0.74
2477,202009,23.17,5.85,0.78,1.54,259.79,50.54,0.12,1.38,0.26,15.09,20.21,1.52,1.44
2478,202009,24.04,15.37,1.59,2.45,197.95,35.51,0.17,0.85,0.92,39.26,13.51,1.74,1.88
2480,202009,23.82,8.72,2.29,4.42,189.66,46.21,0.26,3.25,1.09,25.27,11.28,2.48,1.2
2481,202009,23.55,10.33,1.82,4.35,168.87,60.51,0.17,0.8,0.85,19.84,13.23,1.83,1.23
2482,202009,35.3,-12.19,-1.88,-3.07,218.24,38.38,0.15,2.32,-0.38,12.02,.,0.87,0.74
2483,202009,20.79,2.71,0.18,0.21,180.9,37.65,0.12,1.14,0.04,21.52,53.77,0.88,1.19
2484,202009,21.19,10.04,1.41,1.99,268.03,30.79,0.17,1.1,0.36,18.72,18.55,1.11,1.34
2485,202009,4.48,-1.13,-0.44,-0.57,280.9,26.06,0.27,0.74,-0.12,20.64,.,0.87,0.77
2486,202009,12.35,1.12,-0.06,-0.37,185.04,51.68,0.19,0.7,-0.05,14.28,.,0.8,0.57
2488,202009,23.87,11.95,2.19,3.61,256.53,39.29,0.19,2.4,0.9,25.08,11.5,1.11,1.23
2489,202009,7.82,-1.72,1.46,2.11,232.16,34.31,0.26,1.35,0.3,14.63,.,0.68,0.51
2491,202009,5.06,-33.93,-1.92,-2.13,969.09,10.97,0.03,1.16,-0.31,12.16,.,0.73,2.87
2492,202009,34.28,25.44,3.54,6.48,189.02,45.06,0.14,0.98,4.89,72.94,9.6,2.12,2.33
2493,202009,27.42,14.6,1.21,1.91,258.46,34.55,0.18,0.73,0.38,20.09,11.08,1.7,1.55
2495,202009,44.88,1.72,0.23,0.25,462.42,20.08,0.06,2.24,0.04,14.49,47.09,0.83,2.72
2496,202009,51.81,14.09,2.43,4.03,53.38,33.32,0.14,4.46,1.65,42.44,15.76,1.47,1.42
2497,202009,21.92,-5.39,0.02,-0.18,128.15,53.18,0.15,1.23,-0.02,11.08,.,1.44,1.21
2498,202009,27,-103.06,-3.03,-4.47,204.09,32.34,0.03,2.52,-1.7,37.78,.,0.76,3.89
2501,202009,24.17,11.18,0.6,1.37,151.08,60.03,0.05,8.31,0.27,19.97,16.39,0.97,2.06
2504,202009,18.2,13.77,2.14,3.5,170.66,40.42,0.13,0.69,0.61,16.5,16.42,1.67,1.76
2505,202009,39.8,25.49,1.09,1.72,222.14,41.23,0.03,5.49,0.57,17.21,3.46,1.43,1.48
2506,202009,21.24,-21.66,-0.15,-0.61,159.78,47.4,0.02,2.81,-0.18,18.49,.,0.55,4.35
2509,202009,41.27,20.22,0.56,0.67,247.58,40.81,0.03,3.62,0.14,19.56,30.37,0.98,4.64
2511,202009,19.47,-0.72,0.56,0.96,385.26,54.38,0.06,3.9,0.14,14.5,98.93,0.74,1.57
2514,202009,8.45,5.32,-1.56,-3.99,175.45,61.51,0.14,2.43,-0.98,22.49,12.19,0.68,0.49
2515,202009,8.51,4.66,0.37,0.64,200.87,53.63,0.08,1.62,0.08,12.89,180.61,0.58,0.88
2516,202009,-21.58,-23.37,-6.97,-21.52,107.58,70.07,0.31,7.43,-1.93,7.99,.,0.65,0.18
2520,202009,21.81,13.52,0.97,3.36,136.47,74.67,0.08,4.75,0.83,26.53,6.99,1.51,0.99
2524,202009,32.12,25.71,1.78,3.85,293,55.59,0.07,20.54,1.45,38.29,7.37,1,1.67
